"","distance","i","spectrumID"
"1",22.1562549340668,69,"spec-6315-56181-0450.fits"
"2",22.2390462697104,67,"spec-6315-56181-0280.fits"
"3",22.3648824176614,68,"spec-6315-56181-0370.fits"
"4",22.4461766413379,67,"spec-6315-56181-0476.fits"
"5",22.6114416250807,1695,"spec-6315-56181-0168.fits"
"6",22.8405161519648,1602,"spec-6315-56181-0542.fits"
"7",22.9034307540861,21,"spec-6315-56181-0529.fits"
"8",23.3563046369861,1896,"spec-6315-56181-0114.fits"
"9",23.4396647647073,22,"spec-6315-56181-0590.fits"
"10",23.4496119259718,1906,"spec-6315-56181-0456.fits"
"11",23.5416117963513,170,"spec-6315-56181-1000.fits"
"12",23.5546146014741,1954,"spec-6315-56181-0154.fits"
"13",23.6581595624024,20,"spec-6315-56181-0684.fits"
"14",23.6952419951548,24,"spec-6315-56181-0943.fits"
"15",23.751966222128,2015,"spec-6315-56181-0004.fits"
"16",23.9449064961614,2011,"spec-6315-56181-0204.fits"
"17",24.0097078433245,1934,"spec-6315-56181-0454.fits"
"18",24.0230841084789,1727,"spec-6315-56181-0038.fits"
"19",24.0493507983207,1716,"spec-6315-56181-0308.fits"
"20",24.0876647495502,742,"spec-6315-56181-0780.fits"
"21",24.0982955579812,215,"spec-6315-56181-0358.fits"
"22",24.111494873475,166,"spec-6315-56181-0938.fits"
"23",24.1305904575615,1959,"spec-6315-56181-0062.fits"
"24",24.1390990346665,1859,"spec-6315-56181-0402.fits"
"25",24.1398236600982,844,"spec-6315-56181-0316.fits"
"26",24.1899712995009,71,"spec-6315-56181-0201.fits"
"27",24.3623547603395,371,"spec-6315-56181-0600.fits"
"28",24.3625221459414,212,"spec-6315-56181-0073.fits"
"29",24.3691115722978,170,"spec-6315-56181-0547.fits"
"30",24.3825888858709,1629,"spec-6315-56181-0560.fits"
"31",24.4185490494069,1839,"spec-6315-56181-0332.fits"
"32",24.4837871913666,164,"spec-6315-56181-0730.fits"
"33",24.5347472560899,69,"spec-6315-56181-0366.fits"
"34",24.6121903105883,175,"spec-6315-56181-0604.fits"
"35",24.6396618937917,22,"spec-6315-56181-0504.fits"
"36",24.6436726191977,1701,"spec-6315-56181-0852.fits"
"37",24.6946408893351,167,"spec-6315-56181-0840.fits"
"38",24.7103189255108,1,"spec-6315-56181-0384.fits"
"39",24.762665249663,805,"spec-6315-56181-0670.fits"
"40",24.8672297683167,1049,"spec-6315-56181-0892.fits"
"41",24.8875133990051,70,"spec-6315-56181-0106.fits"
"42",24.8933027459922,1873,"spec-6315-56181-0418.fits"
"43",24.9267313410997,33,"spec-6315-56181-0387.fits"
"44",24.9484518092623,1149,"spec-6315-56181-0814.fits"
"45",24.9532861420882,349,"spec-6315-56181-0625.fits"
"46",25.0635406853249,283,"spec-6315-56181-0562.fits"
"47",25.066029484854,176,"spec-6315-56181-0602.fits"
"48",25.1040481753005,24,"spec-6315-56181-0593.fits"
"49",25.1103070654881,1908,"spec-6315-56181-0140.fits"
"50",25.1496579014101,1382,"spec-6315-56181-0128.fits"
"51",25.214228254982,212,"spec-6315-56181-0310.fits"
"52",25.277414837815,2048,"spec-6315-56181-0947.fits"
"53",25.3002385691945,1932,"spec-6315-56181-0446.fits"
"54",25.3847040836874,1464,"spec-6315-56181-0300.fits"
"55",25.4638082742186,1663,"spec-6315-56181-0298.fits"
"56",25.4671067071996,1440,"spec-6315-56181-0748.fits"
"57",25.5176911670685,1827,"spec-6315-56181-0984.fits"
"58",25.5415154606808,172,"spec-6315-56181-0714.fits"
"59",25.5435510540332,962,"spec-6315-56181-0652.fits"
"60",25.5609215922744,616,"spec-6315-56181-0392.fits"
"61",25.5680870822973,7,"spec-6315-56181-0474.fits"
"62",25.576410990561,2154,"spec-6315-56181-0820.fits"
"63",25.5898426892458,2166,"spec-6315-56181-0208.fits"
"64",25.5898806461071,201,"spec-6315-56181-0658.fits"
"65",25.6056547089985,1872,"spec-6315-56181-0990.fits"
"66",25.615077849059,71,"spec-6315-56181-0482.fits"
"67",25.6203572106043,1731,"spec-6315-56181-0701.fits"
"68",25.6661649164047,22,"spec-6315-56181-0960.fits"
