"","distance","i","spectrumID"
"1",21.9021306313206,38,"spec-3763-55508-0548.fits"
"2",22.0124592404706,994,"spec-3763-55508-0678.fits"
"3",22.2818154530852,1371,"spec-3763-55508-0908.fits"
"4",22.6420936293481,33,"spec-3763-55508-0559.fits"
"5",22.8229626913811,39,"spec-3763-55508-0904.fits"
"6",22.9365915426208,67,"spec-3763-55508-0472.fits"
"7",23.1093106335677,69,"spec-3763-55508-0480.fits"
"8",23.1208225168122,67,"spec-3763-55508-0248.fits"
"9",23.1786355725135,214,"spec-3763-55508-0158.fits"
"10",23.2866037434347,33,"spec-3763-55508-0742.fits"
"11",23.3121099700899,71,"spec-3763-55508-0404.fits"
"12",23.3528675390235,69,"spec-3763-55508-0106.fits"
"13",23.5561222982988,36,"spec-3763-55508-0854.fits"
"14",23.562911783282,68,"spec-3763-55508-0190.fits"
"15",23.6648329292483,35,"spec-3763-55508-0915.fits"
"16",23.7350451807187,68,"spec-3763-55508-0358.fits"
"17",23.9437627305319,68,"spec-3763-55508-0178.fits"
"18",24.058558770915,215,"spec-3763-55508-0024.fits"
"19",24.0665694115909,36,"spec-3763-55508-0736.fits"
"20",24.1464967040483,39,"spec-3763-55508-0844.fits"
"21",24.1821584453163,1404,"spec-3763-55508-0108.fits"
"22",24.200915793174,72,"spec-3763-55508-0018.fits"
"23",24.3431883846569,68,"spec-3763-55508-0434.fits"
"24",24.4067251016205,212,"spec-3763-55508-0452.fits"
"25",24.4278315986212,70,"spec-3763-55508-0346.fits"
"26",24.4326092806157,1145,"spec-3763-55508-0652.fits"
"27",24.4670854077303,37,"spec-3763-55508-0812.fits"
"28",24.5232798371983,181,"spec-3763-55508-0622.fits"
"29",24.5941979286088,1049,"spec-3763-55508-0666.fits"
"30",24.600292686844,185,"spec-3763-55508-0782.fits"
"31",24.604621680465,1843,"spec-3763-55508-0464.fits"
"32",24.6046327908768,68,"spec-3763-55508-0076.fits"
"33",24.7359557573531,73,"spec-3763-55508-0388.fits"
"34",24.7488863151945,70,"spec-3763-55508-0254.fits"
"35",24.8096048028609,156,"spec-3763-55508-0507.fits"
"36",24.8176172962918,107,"spec-3763-55508-0658.fits"
"37",24.9250776867321,35,"spec-3763-55508-0698.fits"
"38",24.9502707783606,1869,"spec-3763-55508-0084.fits"
"39",25.1614419663064,1984,"spec-3763-55508-0099.fits"
"40",25.1620004127855,1137,"spec-3763-55508-0204.fits"
"41",25.2219943962749,1702,"spec-3763-55508-0990.fits"
"42",25.2283342638328,1469,"spec-3763-55508-0155.fits"
"43",25.259272300504,37,"spec-3763-55508-0916.fits"
"44",25.263459328244,73,"spec-3763-55508-0242.fits"
"45",25.306063043379,550,"spec-3763-55508-0146.fits"
"46",25.3464661582085,36,"spec-3763-55508-0783.fits"
