"","distance","i","spectrumID"
"1",21.8694231995351,53,"spec-4547-55893-0984.fits"
"2",22.075523278969,78,"spec-4547-55893-0210.fits"
"3",22.2018703020162,202,"spec-4547-55893-0992.fits"
"4",22.2961619229409,57,"spec-4547-55893-0524.fits"
"5",22.4833593222621,78,"spec-4547-55893-0430.fits"
"6",22.6698431358692,54,"spec-4547-55893-0938.fits"
"7",22.7058913449907,52,"spec-4547-55893-0978.fits"
"8",22.8171868425669,1709,"spec-4547-55893-0965.fits"
"9",23.1266097821375,53,"spec-4547-55893-0691.fits"
"10",23.2065313360806,1710,"spec-4547-55893-0936.fits"
"11",23.2487395410926,79,"spec-4547-55893-0267.fits"
"12",23.3816712747282,202,"spec-4547-55893-0790.fits"
"13",23.3889478569038,56,"spec-4547-55893-0690.fits"
"14",23.4385875658426,56,"spec-4547-55893-0864.fits"
"15",23.4678626576597,1890,"spec-4547-55893-0828.fits"
"16",23.579126596737,1659,"spec-4547-55893-0104.fits"
"17",23.6290956134745,1401,"spec-4547-55893-0878.fits"
"18",23.7633584995432,230,"spec-4547-55893-0184.fits"
"19",23.8366086647006,200,"spec-4547-55893-0794.fits"
"20",23.8408491684711,374,"spec-4547-55893-0092.fits"
"21",23.8792842238706,1558,"spec-4547-55893-0946.fits"
"22",23.8826277477951,1833,"spec-4547-55893-0970.fits"
"23",24.2946095805176,55,"spec-4547-55893-0674.fits"
"24",24.3875704961916,502,"spec-4547-55893-0504.fits"
"25",24.4025761088612,51,"spec-4547-55893-0718.fits"
"26",24.4256090765353,81,"spec-4547-55893-0090.fits"
"27",24.4328713125305,424,"spec-4547-55893-0870.fits"
"28",24.5500012553517,226,"spec-4547-55893-0046.fits"
"29",24.6470362532237,586,"spec-4547-55893-0230.fits"
"30",24.6512428980919,337,"spec-4547-55893-0402.fits"
"31",24.6610005990681,1804,"spec-4547-55893-0996.fits"
"32",24.8154955795714,120,"spec-4547-55893-0769.fits"
"33",24.8179836298839,56,"spec-4547-55893-0760.fits"
"34",24.8278379103301,595,"spec-4547-55893-0342.fits"
"35",24.8838676395035,77,"spec-4547-55893-0292.fits"
"36",24.8839523446627,89,"spec-4547-55893-0874.fits"
"37",25.0152622019518,2089,"spec-4547-55893-0800.fits"
"38",25.0355115523464,2042,"spec-4547-55893-0044.fits"
"39",25.0382270799414,232,"spec-4547-55893-0950.fits"
"40",25.0802521485269,1840,"spec-4547-55893-0954.fits"
"41",25.141080179809,81,"spec-4547-55893-0164.fits"
"42",25.2335853367856,714,"spec-4547-55893-0406.fits"
"43",25.2606901487453,1373,"spec-4547-55893-0657.fits"
"44",25.2916537840946,2124,"spec-4547-55893-0926.fits"
"45",25.3065843951259,50,"spec-4547-55893-0570.fits"
"46",25.3239995125445,128,"spec-4547-55893-0516.fits"
"47",25.3624124751033,2068,"spec-4547-55893-0802.fits"
"48",25.4299072237136,54,"spec-4547-55893-0702.fits"
"49",25.4319651074475,201,"spec-4547-55893-0920.fits"
"50",25.4541404316363,1843,"spec-4547-55893-0922.fits"
"51",25.4945806533308,1359,"spec-4547-55893-0863.fits"
"52",25.5165184410015,2068,"spec-4547-55893-0806.fits"
"53",25.5774052089079,162,"spec-4547-55893-0941.fits"
"54",25.5988022086344,41,"spec-4547-55893-0488.fits"
"55",25.6071900518432,1964,"spec-4547-55893-0546.fits"
"56",25.6291936012823,1964,"spec-4547-55893-0492.fits"
"57",25.6345201234809,1988,"spec-4547-55893-0212.fits"
"58",25.635894805459,54,"spec-4547-55893-0766.fits"
"59",25.6445981267122,996,"spec-4547-55893-0276.fits"
"60",25.6956410256365,1880,"spec-4547-55893-0122.fits"
"61",25.7375203119817,76,"spec-4547-55893-0346.fits"
"62",25.7563783528091,1735,"spec-4547-55893-0807.fits"
"63",25.7685550449774,1876,"spec-4547-55893-0584.fits"
"64",25.8408562770504,2072,"spec-4547-55893-0624.fits"
"65",25.8433243767857,567,"spec-4547-55893-0642.fits"
"66",25.8599046778205,775,"spec-4547-55893-0706.fits"
"67",25.9029348741834,81,"spec-4547-55893-0022.fits"
"68",25.906049550175,1556,"spec-4547-55893-0123.fits"
"69",25.9371081393103,1920,"spec-4547-55893-0754.fits"
"70",25.9510899150024,74,"spec-4547-55893-0197.fits"
"71",25.9831815353639,2089,"spec-4547-55893-0886.fits"
"72",26.0000891446366,2032,"spec-4547-55893-0942.fits"
"73",26.0135142477526,2029,"spec-4547-55893-0664.fits"
"74",26.0213065233031,2040,"spec-4547-55893-0680.fits"
"75",26.043048545063,2157,"spec-4547-55893-0058.fits"
"76",26.0503170516755,2149,"spec-4547-55893-0980.fits"
"77",26.0937859325552,1493,"spec-4547-55893-0988.fits"
"78",26.114241349848,285,"spec-4547-55893-0686.fits"
"79",26.1249479142701,2149,"spec-4547-55893-0716.fits"
"80",26.1259142046258,780,"spec-4547-55893-0549.fits"
"81",26.1344932435204,2115,"spec-4547-55893-0694.fits"
"82",26.141641426519,236,"spec-4547-55893-0168.fits"
"83",26.1971290220702,2128,"spec-4547-55893-0191.fits"
"84",26.2285275001324,2370,"spec-4547-55893-0894.fits"
"85",26.2369043899688,1346,"spec-4547-55893-0494.fits"
"86",26.286252919664,2328,"spec-4547-55893-0998.fits"
"87",26.2885994108293,1057,"spec-4547-55893-0371.fits"
"88",26.3053597148181,784,"spec-4547-55893-0620.fits"
"89",26.328943592332,13,"spec-4547-55893-0784.fits"
"90",26.3296587019114,528,"spec-4547-55893-0183.fits"
"91",26.3366554900371,106,"spec-4547-55893-0416.fits"
"92",26.3575752449241,823,"spec-4547-55893-0116.fits"
"93",26.4140713180877,2182,"spec-4547-55893-0512.fits"
"94",26.4314341398938,93,"spec-4547-55893-0140.fits"
"95",26.4425885021652,2111,"spec-4547-55893-0232.fits"
"96",26.4438734639357,723,"spec-4547-55893-0948.fits"
"97",26.5395257614979,2102,"spec-4547-55893-0510.fits"
"98",26.5504971153261,282,"spec-4547-55893-0727.fits"
"99",26.5535505114529,74,"spec-4547-55893-0814.fits"
"100",26.5723501061001,972,"spec-4547-55893-0666.fits"
