"","distance","i","spectrumID"
"1",22.1639108867847,242,"spec-4798-55672-0002.fits"
"2",22.3518274233787,94,"spec-4798-55672-0407.fits"
"3",22.8112351947463,192,"spec-4798-55672-0523.fits"
"4",22.8662210186921,1618,"spec-4798-55672-0988.fits"
"5",23.0764827158086,1740,"spec-4798-55672-0865.fits"
"6",23.0956500749999,915,"spec-4798-55672-0700.fits"
"7",23.1076149399546,241,"spec-4798-55672-0049.fits"
"8",23.1705232499883,95,"spec-4798-55672-0064.fits"
"9",23.52628849688,194,"spec-4798-55672-0812.fits"
"10",23.5874220182267,195,"spec-4798-55672-0637.fits"
"11",23.8334500976061,1618,"spec-4798-55672-0676.fits"
"12",23.9241435456096,41,"spec-4798-55672-0730.fits"
"13",23.9464548682604,1387,"spec-4798-55672-0732.fits"
"14",23.9498454989514,94,"spec-4798-55672-0480.fits"
"15",23.9879085925758,90,"spec-4798-55672-0006.fits"
"16",24.053928220734,91,"spec-4798-55672-0026.fits"
"17",24.1088902227534,47,"spec-4798-55672-0636.fits"
"18",24.1130410393841,92,"spec-4798-55672-0494.fits"
"19",24.1739045407974,38,"spec-4798-55672-0894.fits"
"20",24.1888312445363,40,"spec-4798-55672-0370.fits"
"21",24.2157668758696,1615,"spec-4798-55672-0760.fits"
"22",24.2992122374049,241,"spec-4798-55672-0004.fits"
"23",24.3600257155457,1724,"spec-4798-55672-0626.fits"
"24",24.4497831539926,45,"spec-4798-55672-0958.fits"
"25",24.4816636121705,1905,"spec-4798-55672-0754.fits"
"26",24.5257622169503,536,"spec-4798-55672-0436.fits"
"27",24.5661999128193,192,"spec-4798-55672-0942.fits"
"28",24.5768472661219,1166,"spec-4798-55672-0790.fits"
"29",24.6628664670317,1386,"spec-4798-55672-0813.fits"
"30",24.7511979527992,239,"spec-4798-55672-0222.fits"
"31",24.7883292523166,1179,"spec-4798-55672-0670.fits"
"32",24.807660042967,320,"spec-4798-55672-0526.fits"
"33",24.8584469794881,302,"spec-4798-55672-0565.fits"
"34",24.8947502432173,113,"spec-4798-55672-0534.fits"
"35",24.9496155869165,965,"spec-4798-55672-0649.fits"
"36",25.0469776685137,1998,"spec-4798-55672-0290.fits"
"37",25.0761039014846,993,"spec-4798-55672-0248.fits"
"38",25.1444451192179,868,"spec-4798-55672-0204.fits"
"39",25.175466129154,91,"spec-4798-55672-0162.fits"
"40",25.213567924943,1092,"spec-4798-55672-0852.fits"
"41",25.2339911525023,552,"spec-4798-55672-0622.fits"
"42",25.2352027818309,1126,"spec-4798-55672-0681.fits"
"43",25.2484406370918,447,"spec-4798-55672-0479.fits"
"44",25.25715191246,2188,"spec-4798-55672-0604.fits"
"45",25.2709580787379,93,"spec-4798-55672-0486.fits"
"46",25.2892134859007,18,"spec-4798-55672-0957.fits"
"47",25.2954474269298,1590,"spec-4798-55672-0348.fits"
"48",25.2989147464033,1587,"spec-4798-55672-0080.fits"
"49",25.4277846319882,1048,"spec-4798-55672-0710.fits"
"50",25.4730409370431,560,"spec-4798-55672-0306.fits"
"51",25.4809663479899,1122,"spec-4798-55672-0810.fits"
"52",25.4962729040801,996,"spec-4798-55672-0551.fits"
"53",25.5028331401752,1023,"spec-4798-55672-0384.fits"
"54",25.5191190948597,39,"spec-4798-55672-0750.fits"
"55",25.5406269391511,1754,"spec-4798-55672-0624.fits"
"56",25.568779518254,1484,"spec-4798-55672-0990.fits"
"57",25.5701395869319,754,"spec-4798-55672-0652.fits"
"58",25.5914757247544,345,"spec-4798-55672-0956.fits"
"59",25.6308060917201,336,"spec-4798-55672-0518.fits"
"60",25.6646602180258,727,"spec-4798-55672-0262.fits"
"61",25.6956551695442,596,"spec-4798-55672-0246.fits"
"62",25.7466399100147,283,"spec-4798-55672-0266.fits"
"63",25.7607316271495,1823,"spec-4798-55672-0978.fits"
"64",25.7675974294556,1138,"spec-4798-55672-0542.fits"
