"","distance","i","spectrumID"
"1",21.3343252872485,71,"spec-7291-56992-0004.fits"
"2",21.5178845740395,1381,"spec-7291-56992-0200.fits"
"3",21.6373548526388,16,"spec-7291-56992-0940.fits"
"4",21.9716857573815,12,"spec-7291-56992-0544.fits"
"5",22.0894553720104,1405,"spec-7291-56992-0014.fits"
"6",22.294324983179,19,"spec-7291-56992-0952.fits"
"7",22.3278847868172,1350,"spec-7291-56992-0955.fits"
"8",22.3818327450807,1328,"spec-7291-56992-0613.fits"
"9",22.401934874726,73,"spec-7291-56992-0100.fits"
"10",22.4888957564479,167,"spec-7291-56992-0598.fits"
"11",22.5381335742544,12,"spec-7291-56992-0994.fits"
"12",22.5475962746618,67,"spec-7291-56992-0407.fits"
"13",22.5999546649045,71,"spec-7291-56992-0194.fits"
"14",22.7653665497523,215,"spec-7291-56992-0050.fits"
"15",22.8393247606466,70,"spec-7291-56992-0009.fits"
"16",22.9070516026953,71,"spec-7291-56992-0295.fits"
"17",22.9790200498283,226,"spec-7291-56992-0221.fits"
"18",23.0120624569608,580,"spec-7291-56992-0098.fits"
"19",23.0542294914512,69,"spec-7291-56992-0176.fits"
"20",23.0546661611051,579,"spec-7291-56992-0064.fits"
"21",23.0945094279165,16,"spec-7291-56992-0982.fits"
"22",23.1532673397601,214,"spec-7291-56992-0048.fits"
"23",23.1952229847034,217,"spec-7291-56992-0270.fits"
"24",23.1968719253914,177,"spec-7291-56992-0403.fits"
"25",23.2420493211429,217,"spec-7291-56992-0122.fits"
"26",23.2712750301236,176,"spec-7291-56992-0452.fits"
"27",23.3971582019824,218,"spec-7291-56992-0287.fits"
"28",23.4103608169272,1035,"spec-7291-56992-0320.fits"
"29",23.4371623223491,529,"spec-7291-56992-0658.fits"
"30",23.45587070611,17,"spec-7291-56992-0641.fits"
"31",23.5230772988757,1415,"spec-7291-56992-0418.fits"
"32",23.5349050458292,18,"spec-7291-56992-0717.fits"
"33",23.6480041732525,1407,"spec-7291-56992-0375.fits"
"34",23.6659859978049,214,"spec-7291-56992-0354.fits"
"35",23.7062724245832,365,"spec-7291-56992-0154.fits"
"36",23.7284300812999,525,"spec-7291-56992-0822.fits"
"37",23.8106492003564,216,"spec-7291-56992-0332.fits"
"38",23.8805972165251,1382,"spec-7291-56992-0256.fits"
"39",23.8841912423954,69,"spec-7291-56992-0257.fits"
"40",23.9764155200165,631,"spec-7291-56992-0250.fits"
"41",24.1422694320442,212,"spec-7291-56992-0435.fits"
"42",24.2492665520236,583,"spec-7291-56992-0432.fits"
"43",24.2669691764942,161,"spec-7291-56992-0960.fits"
"44",24.2701325753455,580,"spec-7291-56992-0361.fits"
"45",24.2964106800604,653,"spec-7291-56992-0692.fits"
"46",24.3293486725612,1384,"spec-7291-56992-0152.fits"
"47",24.3664652434761,1326,"spec-7291-56992-0973.fits"
"48",24.3838924386003,159,"spec-7291-56992-0522.fits"
"49",24.4482481991394,14,"spec-7291-56992-0646.fits"
"50",24.5250891642763,71,"spec-7291-56992-0430.fits"
"51",24.5502191231739,2162,"spec-7291-56992-0935.fits"
"52",24.5538904500151,217,"spec-7291-56992-0397.fits"
"53",24.8532795810131,69,"spec-7291-56992-0336.fits"
"54",24.8893928184559,1473,"spec-7291-56992-0275.fits"
"55",24.9019541353829,2217,"spec-7291-56992-0156.fits"
"56",24.9173918538939,341,"spec-7291-56992-0081.fits"
"57",24.9846075291183,1254,"spec-7291-56992-0238.fits"
"58",24.9874804092915,554,"spec-7291-56992-0654.fits"
"59",25.0080677262994,213,"spec-7291-56992-0352.fits"
"60",25.0086388094331,1327,"spec-7291-56992-0766.fits"
"61",25.0188010379048,1332,"spec-7291-56992-0742.fits"
"62",25.1129060083977,195,"spec-7291-56992-0342.fits"
"63",25.1656381714949,1404,"spec-7291-56992-0424.fits"
"64",25.1794868501553,1523,"spec-7291-56992-0826.fits"
"65",25.1933456015572,162,"spec-7291-56992-0690.fits"
"66",25.2002458094981,69,"spec-7291-56992-0371.fits"
"67",25.2083758398033,164,"spec-7291-56992-0653.fits"
"68",25.2551489880411,1056,"spec-7291-56992-0878.fits"
"69",25.3270400101,633,"spec-7291-56992-0816.fits"
"70",25.3998006113065,537,"spec-7291-56992-0259.fits"
"71",25.4891127109335,225,"spec-7291-56992-0380.fits"
"72",25.4895987943039,1404,"spec-7291-56992-0321.fits"
"73",25.5053532640968,2120,"spec-7291-56992-0281.fits"
"74",25.5934958758242,284,"spec-7291-56992-0126.fits"
"75",25.614025161287,244,"spec-7291-56992-0510.fits"
"76",25.6203698524767,474,"spec-7291-56992-0164.fits"
"77",25.6299880870961,2138,"spec-7291-56992-0329.fits"
"78",25.6828030687306,854,"spec-7291-56992-0814.fits"
"79",25.687058652713,527,"spec-7291-56992-0950.fits"
"80",25.6926477876445,757,"spec-7291-56992-0180.fits"
"81",25.695198764701,214,"spec-7291-56992-0160.fits"
"82",25.7081010042316,172,"spec-7291-56992-0672.fits"
"83",25.7104333628411,165,"spec-7291-56992-0854.fits"
"84",25.7480850109321,728,"spec-7291-56992-0928.fits"
"85",25.7495544345268,162,"spec-7291-56992-0649.fits"
"86",25.7919080804336,2164,"spec-7291-56992-0914.fits"
"87",25.8410625999951,433,"spec-7291-56992-0948.fits"
"88",25.8995203856027,350,"spec-7291-56992-0871.fits"
"89",25.9175389550127,600,"spec-7291-56992-0309.fits"
"90",25.9243388623554,778,"spec-7291-56992-0021.fits"
"91",25.9385106581025,72,"spec-7291-56992-0315.fits"
"92",25.9775836956124,530,"spec-7291-56992-0610.fits"
"93",26.0447375089918,1000,"spec-7291-56992-0191.fits"
"94",26.0708019090804,26,"spec-7291-56992-0508.fits"
"95",26.0780040062982,348,"spec-7291-56992-0518.fits"
"96",26.0822160241955,157,"spec-7291-56992-0802.fits"
"97",26.1234979310838,2214,"spec-7291-56992-0298.fits"
"98",26.1280192175069,2218,"spec-7291-56992-0427.fits"
"99",26.1296444851396,1347,"spec-7291-56992-0548.fits"
"100",26.1440268408063,809,"spec-7291-56992-0562.fits"
